state,county,party,candidate,fraction_votes,latitude,longitude
MS,Noxubee,Democrat,Hillary Clinton,0.905,33.14287266666667,-88.562201
MS,Noxubee,Democrat,Bernie Sanders,0.087,33.14287266666667,-88.562201
MS,Oktibbeha,Republican,Ted Cruz,0.393,33.426685000000006,-88.8620715
MS,Oktibbeha,Republican,Donald Trump,0.314,33.426685000000006,-88.8620715
MS,Oktibbeha,Republican,John Kasich,0.174,33.426685000000006,-88.8620715
MS,Oktibbeha,Republican,Marco Rubio,0.085,33.426685000000006,-88.8620715
MS,Oktibbeha,Democrat,Hillary Clinton,0.758,33.426685000000006,-88.8620715
MS,Oktibbeha,Democrat,Bernie Sanders,0.235,33.426685000000006,-88.8620715
MS,Panola,Republican,Donald Trump,0.544,34.354895857142864,-89.97621414285713
MS,Panola,Republican,Ted Cruz,0.336,34.354895857142864,-89.97621414285713
MS,Panola,Republican,Marco Rubio,0.049,34.354895857142864,-89.97621414285713
MS,Panola,Republican,John Kasich,0.046,34.354895857142864,-89.97621414285713
MS,Panola,Democrat,Hillary Clinton,0.858,34.354895857142864,-89.97621414285713
MS,Panola,Democrat,Bernie Sanders,0.134,34.354895857142864,-89.97621414285713
MS,Pearl River,Republican,Donald Trump,0.503,30.655242000000005,-89.6179358
MS,Pearl River,Republican,Ted Cruz,0.384,30.655242000000005,-89.6179358
MS,Pearl River,Republican,John Kasich,0.052000000000000005,30.655242000000005,-89.6179358
MS,Pearl River,Republican,Marco Rubio,0.038,30.655242000000005,-89.6179358
MS,Pearl River,Democrat,Hillary Clinton,0.7240000000000001,30.655242000000005,-89.6179358
MS,Pearl River,Democrat,Bernie Sanders,0.262,30.655242000000005,-89.6179358
MS,Perry,Republican,Donald Trump,0.506,31.246787500000003,-88.97596575000001
MS,Perry,Republican,Ted Cruz,0.411,31.246787500000003,-88.97596575000001
MS,Perry,Republican,John Kasich,0.041,31.246787500000003,-88.97596575000001
MS,Perry,Republican,Marco Rubio,0.017,31.246787500000003,-88.97596575000001
MS,Perry,Democrat,Hillary Clinton,0.8270000000000001,31.246787500000003,-88.97596575000001
MS,Perry,Democrat,Bernie Sanders,0.159,31.246787500000003,-88.97596575000001
MS,Pike,Republican,Donald Trump,0.501,31.15680471428572,-90.4190277142857
MS,Pike,Republican,Ted Cruz,0.329,31.15680471428572,-90.4190277142857
MS,Pike,Republican,John Kasich,0.107,31.15680471428572,-90.4190277142857
MS,Pike,Republican,Marco Rubio,0.037000000000000005,31.15680471428572,-90.4190277142857
MS,Pike,Democrat,Hillary Clinton,0.865,31.15680471428572,-90.4190277142857
MS,Pike,Democrat,Bernie Sanders,0.128,31.15680471428572,-90.4190277142857
MS,Pontotoc,Republican,Ted Cruz,0.449,34.260675,-89.04316583333333
MS,Pontotoc,Republican,Donald Trump,0.417,34.260675,-89.04316583333333
MS,Pontotoc,Republican,John Kasich,0.056,34.260675,-89.04316583333333
MS,Pontotoc,Republican,Marco Rubio,0.038,34.260675,-89.04316583333333
MS,Pontotoc,Democrat,Hillary Clinton,0.7120000000000001,34.260675,-89.04316583333333
MS,Pontotoc,Democrat,Bernie Sanders,0.263,34.260675,-89.04316583333333
MS,Prentiss,Republican,Donald Trump,0.47,34.5924515,-88.50330124999999
MS,Prentiss,Republican,Ted Cruz,0.403,34.5924515,-88.50330124999999
MS,Prentiss,Republican,John Kasich,0.056,34.5924515,-88.50330124999999
MS,Prentiss,Republican,Marco Rubio,0.048,34.5924515,-88.50330124999999
MS,Prentiss,Democrat,Hillary Clinton,0.71,34.5924515,-88.50330124999999
MS,Prentiss,Democrat,Bernie Sanders,0.262,34.5924515,-88.50330124999999
MS,Quitman,Republican,Donald Trump,0.529,34.227874714285704,-90.26971300000001
MS,Quitman,Republican,Ted Cruz,0.322,34.227874714285704,-90.26971300000001
MS,Quitman,Republican,John Kasich,0.073,34.227874714285704,-90.26971300000001
MS,Quitman,Republican,Marco Rubio,0.058,34.227874714285704,-90.26971300000001
MS,Quitman,Democrat,Hillary Clinton,0.853,34.227874714285704,-90.26971300000001
MS,Quitman,Democrat,Bernie Sanders,0.123,34.227874714285704,-90.26971300000001
MS,Rankin,Republican,Donald Trump,0.469,32.2839578,-89.98495753333333
MS,Rankin,Republican,Ted Cruz,0.35100000000000003,32.2839578,-89.98495753333333
MS,Rankin,Republican,John Kasich,0.104,32.2839578,-89.98495753333333
MS,Rankin,Republican,Marco Rubio,0.056,32.2839578,-89.98495753333333
MS,Rankin,Democrat,Hillary Clinton,0.7709999999999999,32.2839578,-89.98495753333333
MS,Rankin,Democrat,Bernie Sanders,0.223,32.2839578,-89.98495753333333
MS,Scott,Republican,Donald Trump,0.525,32.44284725,-89.52007300000001
MS,Scott,Republican,Ted Cruz,0.349,32.44284725,-89.52007300000001
MS,Scott,Republican,John Kasich,0.06,32.44284725,-89.52007300000001
MS,Scott,Republican,Marco Rubio,0.044,32.44284725,-89.52007300000001
MS,Scott,Democrat,Hillary Clinton,0.855,32.44284725,-89.52007300000001
MS,Scott,Democrat,Bernie Sanders,0.131,32.44284725,-89.52007300000001
MS,Sharkey,Republican,Donald Trump,0.57,32.880880499999996,-90.84827683333333
MS,Sharkey,Republican,Ted Cruz,0.27,32.880880499999996,-90.84827683333333
MS,Sharkey,Republican,John Kasich,0.079,32.880880499999996,-90.84827683333333
MS,Sharkey,Republican,Marco Rubio,0.069,32.880880499999996,-90.84827683333333
MS,Sharkey,Democrat,Hillary Clinton,0.914,32.880880499999996,-90.84827683333333
MS,Sharkey,Democrat,Bernie Sanders,0.081,32.880880499999996,-90.84827683333333
MS,Simpson,Republican,Donald Trump,0.509,31.920707714285715,-89.91717442857144
MS,Simpson,Republican,Ted Cruz,0.328,31.920707714285715,-89.91717442857144
MS,Simpson,Republican,John Kasich,0.065,31.920707714285715,-89.91717442857144
MS,Simpson,Republican,Marco Rubio,0.044,31.920707714285715,-89.91717442857144
MS,Simpson,Democrat,Hillary Clinton,0.853,31.920707714285715,-89.91717442857144
MS,Simpson,Democrat,Bernie Sanders,0.135,31.920707714285715,-89.91717442857144
MS,Smith,Republican,Donald Trump,0.552,31.905192666666665,-89.47860333333334
MS,Smith,Republican,Ted Cruz,0.359,31.905192666666665,-89.47860333333334
MS,Smith,Republican,John Kasich,0.035,31.905192666666665,-89.47860333333334
MS,Smith,Republican,Marco Rubio,0.026,31.905192666666665,-89.47860333333334
MS,Smith,Democrat,Hillary Clinton,0.8140000000000001,31.905192666666665,-89.47860333333334
MS,Smith,Democrat,Bernie Sanders,0.168,31.905192666666665,-89.47860333333334
MS,Stone,Republican,Ted Cruz,0.446,30.780641000000003,-89.12407366666667
MS,Stone,Republican,Donald Trump,0.438,30.780641000000003,-89.12407366666667
MS,Stone,Republican,John Kasich,0.054000000000000006,30.780641000000003,-89.12407366666667
MS,Stone,Republican,Marco Rubio,0.034,30.780641000000003,-89.12407366666667
MS,Stone,Democrat,Hillary Clinton,0.775,30.780641000000003,-89.12407366666667
MS,Stone,Democrat,Bernie Sanders,0.205,30.780641000000003,-89.12407366666667
MS,Sunflower,Republican,Donald Trump,0.611,33.6051351,-90.5649012
MS,Sunflower,Republican,Ted Cruz,0.208,33.6051351,-90.5649012
MS,Sunflower,Republican,John Kasich,0.111,33.6051351,-90.5649012
MS,Sunflower,Republican,Marco Rubio,0.048,33.6051351,-90.5649012
MS,Sunflower,Democrat,Hillary Clinton,0.878,33.6051351,-90.5649012
MS,Sunflower,Democrat,Bernie Sanders,0.113,33.6051351,-90.5649012
MS,Tallahatchie,Republican,Donald Trump,0.636,33.94861809999999,-90.2193918
MS,Tallahatchie,Republican,Ted Cruz,0.259,33.94861809999999,-90.2193918
MS,Tallahatchie,Republican,John Kasich,0.054000000000000006,33.94861809999999,-90.2193918
MS,Tallahatchie,Republican,Marco Rubio,0.033,33.94861809999999,-90.2193918
MS,Tallahatchie,Democrat,Hillary Clinton,0.8740000000000001,33.94861809999999,-90.2193918
MS,Tallahatchie,Democrat,Bernie Sanders,0.108,33.94861809999999,-90.2193918
MS,Tate,Republican,Ted Cruz,0.477,34.67341025,-89.95703750000001
MS,Tate,Republican,Donald Trump,0.421,34.67341025,-89.95703750000001
MS,Tate,Republican,Marco Rubio,0.043,34.67341025,-89.95703750000001
MS,Tate,Republican,John Kasich,0.042,34.67341025,-89.95703750000001
MS,Tate,Democrat,Hillary Clinton,0.851,34.67341025,-89.95703750000001
MS,Tate,Democrat,Bernie Sanders,0.14400000000000002,34.67341025,-89.95703750000001
MS,Tippah,Republican,Donald Trump,0.489,34.775883666666665,-88.908111
MS,Tippah,Republican,Ted Cruz,0.389,34.775883666666665,-88.908111
MS,Tippah,Republican,John Kasich,0.056,34.775883666666665,-88.908111
MS,Tippah,Republican,Marco Rubio,0.043,34.775883666666665,-88.908111
MS,Tippah,Democrat,Hillary Clinton,0.7490000000000001,34.775883666666665,-88.908111
MS,Tippah,Democrat,Bernie Sanders,0.224,34.775883666666665,-88.908111
MS,Tishomingo,Republican,Donald Trump,0.523,34.6956622,-88.24638440000001
MS,Tishomingo,Republican,Ted Cruz,0.34700000000000003,34.6956622,-88.24638440000001
MS,Tishomingo,Republican,John Kasich,0.063,34.6956622,-88.24638440000001
MS,Tishomingo,Republican,Marco Rubio,0.043,34.6956622,-88.24638440000001
MS,Tishomingo,Democrat,Hillary Clinton,0.613,34.6956622,-88.24638440000001
MS,Tishomingo,Democrat,Bernie Sanders,0.334,34.6956622,-88.24638440000001
MS,Tunica,Republican,Donald Trump,0.5579999999999999,34.64241825,-90.34278625
MS,Tunica,Republican,Ted Cruz,0.305,34.64241825,-90.34278625
MS,Tunica,Republican,John Kasich,0.071,34.64241825,-90.34278625
MS,Tunica,Republican,Marco Rubio,0.045,34.64241825,-90.34278625
MS,Tunica,Democrat,Hillary Clinton,0.774,34.64241825,-90.34278625
MS,Tunica,Democrat,Bernie Sanders,0.188,34.64241825,-90.34278625
MS,Union,Republican,Donald Trump,0.433,34.47472,-89.02826250000001
MS,Union,Republican,Ted Cruz,0.422,34.47472,-89.02826250000001
MS,Union,Republican,John Kasich,0.063,34.47472,-89.02826250000001
MS,Union,Republican,Marco Rubio,0.048,34.47472,-89.02826250000001
MS,Union,Democrat,Hillary Clinton,0.713,34.47472,-89.02826250000001
MS,Union,Democrat,Bernie Sanders,0.268,34.47472,-89.02826250000001
MS,Walthall,Republican,Donald Trump,0.578,31.175558000000002,-90.090824
MS,Walthall,Republican,Ted Cruz,0.302,31.175558000000002,-90.090824
MS,Walthall,Republican,John Kasich,0.068,31.175558000000002,-90.090824
MS,Walthall,Republican,Marco Rubio,0.037000000000000005,31.175558000000002,-90.090824
MS,Walthall,Democrat,Hillary Clinton,0.885,31.175558000000002,-90.090824
MS,Walthall,Democrat,Bernie Sanders,0.105,31.175558000000002,-90.090824
MS,Warren,Republican,Donald Trump,0.502,32.390117800000006,-90.83140019999999
MS,Warren,Republican,Ted Cruz,0.307,32.390117800000006,-90.83140019999999
MS,Warren,Republican,John Kasich,0.11,32.390117800000006,-90.83140019999999
MS,Warren,Republican,Marco Rubio,0.061,32.390117800000006,-90.83140019999999
MS,Warren,Democrat,Hillary Clinton,0.8440000000000001,32.390117800000006,-90.83140019999999
MS,Warren,Democrat,Bernie Sanders,0.149,32.390117800000006,-90.83140019999999
MS,Washington,Republican,Donald Trump,0.552,33.28993257142857,-90.97126149999998
MS,Washington,Republican,Ted Cruz,0.252,33.28993257142857,-90.97126149999998
MS,Washington,Republican,John Kasich,0.131,33.28993257142857,-90.97126149999998
MS,Washington,Republican,Marco Rubio,0.046,33.28993257142857,-90.97126149999998
MS,Washington,Democrat,Hillary Clinton,0.877,33.28993257142857,-90.97126149999998
MS,Washington,Democrat,Bernie Sanders,0.12,33.28993257142857,-90.97126149999998
MS,Wayne,Republican,Donald Trump,0.518,31.61167066666667,-88.652316
MS,Wayne,Republican,Ted Cruz,0.39,31.61167066666667,-88.652316
MS,Wayne,Republican,John Kasich,0.036000000000000004,31.61167066666667,-88.652316
MS,Wayne,Republican,Marco Rubio,0.029,31.61167066666667,-88.652316
MS,Wayne,Democrat,Hillary Clinton,0.838,31.61167066666667,-88.652316
MS,Wayne,Democrat,Bernie Sanders,0.146,31.61167066666667,-88.652316
MS,Webster,Republican,Donald Trump,0.501,33.5867754,-89.26327160000001
MS,Webster,Republican,Ted Cruz,0.3720000000000001,33.5867754,-89.26327160000001
MS,Webster,Republican,John Kasich,0.054000000000000006,33.5867754,-89.26327160000001
MS,Webster,Republican,Marco Rubio,0.042,33.5867754,-89.26327160000001
MS,Webster,Democrat,Hillary Clinton,0.8190000000000001,33.5867754,-89.26327160000001
MS,Webster,Democrat,Bernie Sanders,0.163,33.5867754,-89.26327160000001
MS,Wilkinson,Republican,Donald Trump,0.546,31.154901000000002,-91.24987250000001
MS,Wilkinson,Republican,Ted Cruz,0.337,31.154901000000002,-91.24987250000001
MS,Wilkinson,Republican,John Kasich,0.045,31.154901000000002,-91.24987250000001
MS,Wilkinson,Republican,Marco Rubio,0.033,31.154901000000002,-91.24987250000001
MS,Wilkinson,Democrat,Hillary Clinton,0.934,31.154901000000002,-91.24987250000001
MS,Wilkinson,Democrat,Bernie Sanders,0.051,31.154901000000002,-91.24987250000001
MS,Winston,Republican,Donald Trump,0.459,33.041219,-89.0882115
MS,Winston,Republican,Ted Cruz,0.374,33.041219,-89.0882115
MS,Winston,Republican,John Kasich,0.092,33.041219,-89.0882115
MS,Winston,Republican,Marco Rubio,0.048,33.041219,-89.0882115
MS,Winston,Democrat,Hillary Clinton,0.863,33.041219,-89.0882115
MS,Winston,Democrat,Bernie Sanders,0.121,33.041219,-89.0882115
MS,Yalobusha,Republican,Donald Trump,0.545,34.0450096,-89.7152134
MS,Yalobusha,Republican,Ted Cruz,0.324,34.0450096,-89.7152134
MS,Yalobusha,Republican,John Kasich,0.061,34.0450096,-89.7152134
MS,Yalobusha,Republican,Marco Rubio,0.037000000000000005,34.0450096,-89.7152134
MS,Yalobusha,Democrat,Hillary Clinton,0.8420000000000001,34.0450096,-89.7152134
MS,Yalobusha,Democrat,Bernie Sanders,0.149,34.0450096,-89.7152134
MS,Yazoo,Republican,Donald Trump,0.5479999999999999,32.764751000000004,-90.41729642857142
MS,Yazoo,Republican,Ted Cruz,0.305,32.764751000000004,-90.41729642857142
MS,Yazoo,Republican,John Kasich,0.075,32.764751000000004,-90.41729642857142
MS,Yazoo,Republican,Marco Rubio,0.055,32.764751000000004,-90.41729642857142
MS,Yazoo,Democrat,Hillary Clinton,0.908,32.764751000000004,-90.41729642857142
MS,Yazoo,Democrat,Bernie Sanders,0.084,32.764751000000004,-90.41729642857142
NC,Alamance,Republican,Ted Cruz,0.409,36.054220769230774,-79.39998700000001
NC,Alamance,Republican,Donald Trump,0.383,36.054220769230774,-79.39998700000001
NC,Alamance,Republican,John Kasich,0.105,36.054220769230774,-79.39998700000001
NC,Alamance,Republican,Marco Rubio,0.076,36.054220769230774,-79.39998700000001
NC,Alamance,Democrat,Hillary Clinton,0.537,36.054220769230774,-79.39998700000001
NC,Alamance,Democrat,Bernie Sanders,0.419,36.054220769230774,-79.39998700000001
NC,Alexander,Republican,Ted Cruz,0.455,35.91299166666666,-81.17387933333333
NC,Alexander,Republican,Donald Trump,0.419,35.91299166666666,-81.17387933333333
NC,Alexander,Republican,John Kasich,0.06,35.91299166666666,-81.17387933333333
NC,Alexander,Republican,Marco Rubio,0.039,35.91299166666666,-81.17387933333333
NC,Alexander,Democrat,Hillary Clinton,0.458,35.91299166666666,-81.17387933333333
NC,Alexander,Democrat,Bernie Sanders,0.448,35.91299166666666,-81.17387933333333
NC,Alleghany,Republican,Donald Trump,0.4970000000000001,36.482587,-81.08401760000001
NC,Alleghany,Republican,Ted Cruz,0.315,36.482587,-81.08401760000001
NC,Alleghany,Republican,John Kasich,0.1,36.482587,-81.08401760000001
NC,Alleghany,Republican,Marco Rubio,0.062,36.482587,-81.08401760000001
NC,Alleghany,Democrat,Bernie Sanders,0.448,36.482587,-81.08401760000001
NC,Alleghany,Democrat,Hillary Clinton,0.442,36.482587,-81.08401760000001
NC,Anson,Republican,Donald Trump,0.5,34.95471928571429,-80.10021671428572
NC,Anson,Republican,Ted Cruz,0.362,34.95471928571429,-80.10021671428572
NC,Anson,Republican,John Kasich,0.059,34.95471928571429,-80.10021671428572
NC,Anson,Republican,Marco Rubio,0.052000000000000005,34.95471928571429,-80.10021671428572
NC,Anson,Democrat,Hillary Clinton,0.6609999999999999,34.95471928571429,-80.10021671428572
NC,Anson,Democrat,Bernie Sanders,0.262,34.95471928571429,-80.10021671428572
NC,Ashe,Republican,Donald Trump,0.447,36.42354266666666,-81.47318391666667
NC,Ashe,Republican,Ted Cruz,0.35600000000000004,36.42354266666666,-81.47318391666667
NC,Ashe,Republican,John Kasich,0.099,36.42354266666666,-81.47318391666667
NC,Ashe,Republican,Marco Rubio,0.064,36.42354266666666,-81.47318391666667
NC,Ashe,Democrat,Hillary Clinton,0.464,36.42354266666666,-81.47318391666667
NC,Ashe,Democrat,Bernie Sanders,0.459,36.42354266666666,-81.47318391666667
NC,Avery,Republican,Donald Trump,0.426,36.077535,-81.92033855555555
NC,Avery,Republican,Ted Cruz,0.349,36.077535,-81.92033855555555
NC,Avery,Republican,John Kasich,0.1,36.077535,-81.92033855555555
NC,Avery,Republican,Marco Rubio,0.071,36.077535,-81.92033855555555
NC,Avery,Democrat,Bernie Sanders,0.539,36.077535,-81.92033855555555
NC,Avery,Democrat,Hillary Clinton,0.414,36.077535,-81.92033855555555
NC,Beaufort,Republican,Donald Trump,0.443,35.47584922222222,-76.83934277777777
NC,Beaufort,Republican,Ted Cruz,0.377,35.47584922222222,-76.83934277777777
NC,Beaufort,Republican,John Kasich,0.099,35.47584922222222,-76.83934277777777
NC,Beaufort,Republican,Marco Rubio,0.052000000000000005,35.47584922222222,-76.83934277777777
NC,Beaufort,Democrat,Hillary Clinton,0.556,35.47584922222222,-76.83934277777777
NC,Beaufort,Democrat,Bernie Sanders,0.349,35.47584922222222,-76.83934277777777
NC,Bertie,Republican,Ted Cruz,0.52,36.1421375,-77.04035637499999
NC,Bertie,Republican,Donald Trump,0.382,36.1421375,-77.04035637499999
NC,Bertie,Republican,John Kasich,0.048,36.1421375,-77.04035637499999
NC,Bertie,Republican,Marco Rubio,0.033,36.1421375,-77.04035637499999
NC,Bertie,Democrat,Hillary Clinton,0.695,36.1421375,-77.04035637499999
NC,Bertie,Democrat,Bernie Sanders,0.254,36.1421375,-77.04035637499999
NC,Bladen,Republican,Donald Trump,0.569,34.6163775,-78.620608
NC,Bladen,Republican,Ted Cruz,0.326,34.6163775,-78.620608
NC,Bladen,Republican,Marco Rubio,0.039,34.6163775,-78.620608
NC,Bladen,Republican,John Kasich,0.038,34.6163775,-78.620608
NC,Bladen,Democrat,Hillary Clinton,0.596,34.6163775,-78.620608
NC,Bladen,Democrat,Bernie Sanders,0.264,34.6163775,-78.620608
NC,Brunswick,Republican,Donald Trump,0.525,34.01327935714286,-78.2670722142857
NC,Brunswick,Republican,Ted Cruz,0.208,34.01327935714286,-78.2670722142857
NC,Brunswick,Republican,John Kasich,0.16399999999999998,34.01327935714286,-78.2670722142857
NC,Brunswick,Republican,Marco Rubio,0.079,34.01327935714286,-78.2670722142857
NC,Brunswick,Democrat,Hillary Clinton,0.601,34.01327935714286,-78.2670722142857
NC,Brunswick,Democrat,Bernie Sanders,0.355,34.01327935714286,-78.2670722142857
NC,Buncombe,Republican,Ted Cruz,0.419,35.597223833333324,-82.52927041666668
NC,Buncombe,Republican,Donald Trump,0.309,35.597223833333324,-82.52927041666668
NC,Buncombe,Republican,John Kasich,0.155,35.597223833333324,-82.52927041666668
NC,Buncombe,Republican,Marco Rubio,0.091,35.597223833333324,-82.52927041666668
NC,Buncombe,Democrat,Bernie Sanders,0.621,35.597223833333324,-82.52927041666668
NC,Buncombe,Democrat,Hillary Clinton,0.354,35.597223833333324,-82.52927041666668
NC,Burke,Republican,Donald Trump,0.441,35.755752,-81.64566581818181
NC,Burke,Republican,Ted Cruz,0.378,35.755752,-81.64566581818181
NC,Burke,Republican,John Kasich,0.087,35.755752,-81.64566581818181
NC,Burke,Republican,Marco Rubio,0.062,35.755752,-81.64566581818181
NC,Burke,Democrat,Hillary Clinton,0.461,35.755752,-81.64566581818181
NC,Burke,Democrat,Bernie Sanders,0.454,35.755752,-81.64566581818181
NC,Cabarrus,Republican,Donald Trump,0.426,35.38172411111111,-80.57457711111111
NC,Cabarrus,Republican,Ted Cruz,0.381,35.38172411111111,-80.57457711111111
NC,Cabarrus,Republican,John Kasich,0.105,35.38172411111111,-80.57457711111111
NC,Cabarrus,Republican,Marco Rubio,0.065,35.38172411111111,-80.57457711111111
NC,Cabarrus,Democrat,Hillary Clinton,0.517,35.38172411111111,-80.57457711111111
NC,Cabarrus,Democrat,Bernie Sanders,0.443,35.38172411111111,-80.57457711111111
NC,Caldwell,Republican,Donald Trump,0.454,35.90409457142857,-81.53634785714287
NC,Caldwell,Republican,Ted Cruz,0.371,35.90409457142857,-81.53634785714287
NC,Caldwell,Republican,John Kasich,0.083,35.90409457142857,-81.53634785714287
NC,Caldwell,Republican,Marco Rubio,0.057,35.90409457142857,-81.53634785714287
NC,Caldwell,Democrat,Hillary Clinton,0.47,35.90409457142857,-81.53634785714287
NC,Caldwell,Democrat,Bernie Sanders,0.459,35.90409457142857,-81.53634785714287
NC,Camden,Republican,Donald Trump,0.517,36.36169433333333,-76.167416
NC,Camden,Republican,Ted Cruz,0.295,36.36169433333333,-76.167416
NC,Camden,Republican,Marco Rubio,0.097,36.36169433333333,-76.167416
NC,Camden,Republican,John Kasich,0.065,36.36169433333333,-76.167416
NC,Camden,Democrat,Hillary Clinton,0.542,36.36169433333333,-76.167416
NC,Camden,Democrat,Bernie Sanders,0.345,36.36169433333333,-76.167416
NC,Carteret,Republican,Donald Trump,0.515,34.833658235294116,-76.64252588235294
NC,Carteret,Republican,Ted Cruz,0.28600000000000003,34.833658235294116,-76.64252588235294
NC,Carteret,Republican,John Kasich,0.109,34.833658235294116,-76.64252588235294
NC,Carteret,Republican,Marco Rubio,0.061,34.833658235294116,-76.64252588235294
NC,Carteret,Democrat,Hillary Clinton,0.485,34.833658235294116,-76.64252588235294
NC,Carteret,Democrat,Bernie Sanders,0.444,34.833658235294116,-76.64252588235294
NC,Caswell,Republican,Donald Trump,0.4970000000000001,36.424946,-79.30429714285715
NC,Caswell,Republican,Ted Cruz,0.392,36.424946,-79.30429714285715
NC,Caswell,Republican,John Kasich,0.043,36.424946,-79.30429714285715
NC,Caswell,Republican,Marco Rubio,0.041,36.424946,-79.30429714285715
NC,Caswell,Democrat,Hillary Clinton,0.598,36.424946,-79.30429714285715
NC,Caswell,Democrat,Bernie Sanders,0.311,36.424946,-79.30429714285715
NC,Catawba,Republican,Donald Trump,0.44,35.6658924,-81.1545836
NC,Catawba,Republican,Ted Cruz,0.388,35.6658924,-81.1545836
NC,Catawba,Republican,John Kasich,0.094,35.6658924,-81.1545836
NC,Catawba,Republican,Marco Rubio,0.055,35.6658924,-81.1545836
NC,Catawba,Democrat,Hillary Clinton,0.512,35.6658924,-81.1545836
NC,Catawba,Democrat,Bernie Sanders,0.44,35.6658924,-81.1545836
NC,Chatham,Republican,Ted Cruz,0.38,35.64810866666667,-79.30974955555557
NC,Chatham,Republican,Donald Trump,0.348,35.64810866666667,-79.30974955555557
NC,Chatham,Republican,John Kasich,0.16899999999999998,35.64810866666667,-79.30974955555557
NC,Chatham,Republican,Marco Rubio,0.08,35.64810866666667,-79.30974955555557
NC,Chatham,Democrat,Hillary Clinton,0.55,35.64810866666667,-79.30974955555557
NC,Chatham,Democrat,Bernie Sanders,0.409,35.64810866666667,-79.30974955555557
NC,Cherokee,Republican,Donald Trump,0.504,35.152533999999996,-83.9267488
NC,Cherokee,Republican,Ted Cruz,0.325,35.152533999999996,-83.9267488
NC,Cherokee,Republican,John Kasich,0.08,35.152533999999996,-83.9267488
NC,Cherokee,Republican,Marco Rubio,0.062,35.152533999999996,-83.9267488
NC,Cherokee,Democrat,Hillary Clinton,0.439,35.152533999999996,-83.9267488
NC,Cherokee,Democrat,Bernie Sanders,0.4370000000000001,35.152533999999996,-83.9267488
NC,Chowan,Republican,Donald Trump,0.435,36.1924495,-76.605441
NC,Chowan,Republican,Ted Cruz,0.361,36.1924495,-76.605441
NC,Chowan,Republican,John Kasich,0.112,36.1924495,-76.605441
NC,Chowan,Republican,Marco Rubio,0.068,36.1924495,-76.605441
NC,Chowan,Democrat,Hillary Clinton,0.618,36.1924495,-76.605441
NC,Chowan,Democrat,Bernie Sanders,0.298,36.1924495,-76.605441
NC,Clay,Republican,Donald Trump,0.481,35.03746133333333,-83.85379633333334
NC,Clay,Republican,Ted Cruz,0.34700000000000003,35.03746133333333,-83.85379633333334
NC,Clay,Republican,John Kasich,0.08,35.03746133333333,-83.85379633333334
NC,Clay,Republican,Marco Rubio,0.065,35.03746133333333,-83.85379633333334
NC,Clay,Democrat,Hillary Clinton,0.528,35.03746133333333,-83.85379633333334
NC,Clay,Democrat,Bernie Sanders,0.385,35.03746133333333,-83.85379633333334
NC,Cleveland,Republican,Donald Trump,0.447,35.31918721428571,-81.57601607142858
NC,Cleveland,Republican,Ted Cruz,0.408,35.31918721428571,-81.57601607142858
NC,Cleveland,Republican,John Kasich,0.07200000000000001,35.31918721428571,-81.57601607142858
NC,Cleveland,Republican,Marco Rubio,0.051,35.31918721428571,-81.57601607142858
NC,Cleveland,Democrat,Hillary Clinton,0.5589999999999999,35.31918721428571,-81.57601607142858
NC,Cleveland,Democrat,Bernie Sanders,0.35600000000000004,35.31918721428571,-81.57601607142858
NC,Columbus,Republican,Donald Trump,0.607,34.27867692857143,-78.65730864285715
NC,Columbus,Republican,Ted Cruz,0.279,34.27867692857143,-78.65730864285715
NC,Columbus,Republican,John Kasich,0.051,34.27867692857143,-78.65730864285715
NC,Columbus,Republican,Marco Rubio,0.042,34.27867692857143,-78.65730864285715
NC,Columbus,Democrat,Hillary Clinton,0.563,34.27867692857143,-78.65730864285715
NC,Columbus,Democrat,Bernie Sanders,0.311,34.27867692857143,-78.65730864285715
NC,Craven,Republican,Donald Trump,0.447,35.1356075,-77.11771341666666
NC,Craven,Republican,Ted Cruz,0.342,35.1356075,-77.11771341666666
NC,Craven,Republican,John Kasich,0.114,35.1356075,-77.11771341666666
NC,Craven,Republican,Marco Rubio,0.07,35.1356075,-77.11771341666666
NC,Craven,Democrat,Hillary Clinton,0.581,35.1356075,-77.11771341666666
NC,Craven,Democrat,Bernie Sanders,0.35700000000000004,35.1356075,-77.11771341666666
NC,Cumberland,Republican,Donald Trump,0.474,35.09242350000001,-78.86962355
NC,Cumberland,Republican,Ted Cruz,0.353,35.09242350000001,-78.86962355
NC,Cumberland,Republican,John Kasich,0.076,35.09242350000001,-78.86962355
NC,Cumberland,Republican,Marco Rubio,0.066,35.09242350000001,-78.86962355
NC,Cumberland,Democrat,Hillary Clinton,0.639,35.09242350000001,-78.86962355
NC,Cumberland,Democrat,Bernie Sanders,0.31,35.09242350000001,-78.86962355
NC,Dare,Republican,Donald Trump,0.501,35.712570785714284,-75.65163600000001
NC,Dare,Republican,Ted Cruz,0.219,35.712570785714284,-75.65163600000001
NC,Dare,Republican,John Kasich,0.156,35.712570785714284,-75.65163600000001
NC,Dare,Republican,Marco Rubio,0.084,35.712570785714284,-75.65163600000001
NC,Dare,Democrat,Bernie Sanders,0.489,35.712570785714284,-75.65163600000001
NC,Dare,Democrat,Hillary Clinton,0.425,35.712570785714284,-75.65163600000001
NC,Davidson,Republican,Donald Trump,0.452,35.79962909090909,-80.2453159090909
NC,Davidson,Republican,Ted Cruz,0.386,35.79962909090909,-80.2453159090909
